risk,rat_present,season,hours_after_sunset,month,bat_landing_to_food
1,1,1,2.593888889,5,31.0
0,1,1,7.299722222,5,16.0
1,1,1,2.311111111,5,8.0
1,1,1,5.373888889,5,35.0
1,1,1,7.338888889,5,26.0
1,1,1,7.39,5,43.0
0,1,1,5.253333333,5,1.0
1,1,1,5.330833333,5,34.0
0,1,1,7.348611111,5,7.0
1,1,1,7.918055556,5,14.0
1,1,1,4.769444444,5,36.0
0,1,1,4.773888889,5,4.0
1,1,1,4.780833333,5,19.0
1,1,1,4.783333333,5,4.0
1,1,1,4.806666667,5,14.0
1,1,1,4.823611111,5,29.0
0,1,1,5.150555556,5,0.095162728
1,1,1,5.202777778,5,82.0
0,1,1,5.214444444,5,3.0
0,1,1,5.216944444,5,0.042360901
0,1,1,5.222777778,5,2.0
1,1,1,5.224166667,5,3.0
0,1,1,5.231944444,5,2.0
1,1,1,5.245277778,5,8.0
1,1,1,5.290555556,5,104.0
1,1,1,5.327777778,5,4.0
1,1,1,5.351111111,5,30.0
1,1,1,5.375,5,18.0
0,1,1,5.394444444,5,2.0
1,1,1,5.406388889,5,8.0
1,1,1,5.408055556,5,52.0
0,1,1,7.231111111,5,2.0
0,1,1,8.188055556,5,4.0
1,1,1,8.608611111,5,7.0
0,1,1,8.619166667,5,4.0
1,1,1,10.37722222,5,19.0
1,1,1,4.786666667,5,1.0
0,1,1,4.827777778,5,5.0
0,1,1,5.196666667,5,2.0
0,1,1,5.252222222,5,13.0
1,1,1,5.274722222,5,61.0
0,1,1,5.401666667,5,1.0
1,1,1,5.4025,5,40.0
1,1,1,3.194166667,5,8.0
0,1,1,4.696111111,5,81.0
1,1,1,5.929166667,5,26.0
1,1,1,10.21861111,5,4.0
0,1,1,8.131944444,5,14.0
1,1,1,-0.015277778,5,6.0
1,1,1,0.530555556,5,3.0
1,1,1,0.542222222,5,1.0
1,1,1,0.568611111,5,1.0
0,1,1,1.670555556,5,18.0
1,1,1,1.680277778,5,1.0
1,1,1,1.733888889,5,4.0
0,1,1,2.652222222,5,29.0
0,1,1,3.592777778,5,1.0
1,1,1,3.868611111,5,16.0
0,1,1,3.991666667,5,2.0
0,1,1,3.9925,5,1.0
0,1,1,4.643055556,5,56.0
1,1,1,8.133333333,5,13.0
1,1,1,8.164722222,5,1.0
0,1,1,8.181111111,5,1.0
1,1,1,8.500833333,5,20.0
1,1,1,2.595833333,5,14.0
1,1,1,3.425555556,5,15.0
1,1,1,3.522777778,5,23.0
0,1,1,4.048888889,5,1.0
1,1,1,6.581111111,5,1.0
1,1,1,6.581666667,5,3.0
1,1,1,6.605,5,16.0
1,1,1,6.607222222,5,27.0
1,1,1,6.623888889,5,0.092315438
1,1,1,6.731388889,5,16.0
1,1,1,6.766388889,5,5.0
1,1,1,7.871944444,5,12.0
0,1,1,8.258055556,5,1.0
1,1,1,8.263888889,5,1.0
0,1,1,8.270555556,5,2.0
1,1,1,8.309444444,5,12.0
0,1,1,8.312777778,5,1.0
0,1,1,8.313888889,5,3.0
1,1,1,8.331944444,5,50.0
0,1,1,8.368888889,5,1.0
1,1,1,9.138611111,5,37.0
0,1,1,9.717222222,5,1.0
1,1,1,9.7225,5,5.0
0,1,1,9.736944444,5,8.0
1,1,1,10.07083333,5,19.0
0,1,1,2.761944444,5,0.060691217
0,1,1,8.311666667,5,0.0892831
0,1,1,9.747222222,5,11.0
0,1,1,9.751666667,5,18.0
0,1,1,9.7575,5,6.0
1,1,1,1.044166667,5,6.0
0,1,1,1.353055556,5,10.0
1,1,1,1.455833333,5,17.0
1,1,1,3.060555556,5,33.0
0,1,1,3.172777778,5,8.0
0,1,1,3.176944444,5,1.0
1,1,1,4.226111111,5,16.0
0,1,1,5.337222222,5,195.0
1,1,1,5.658888889,5,14.0
0,1,1,5.678611111,5,19.0
0,1,1,6.658055556,5,2.0
1,1,1,6.702222222,5,46.0
0,1,1,6.719166667,5,2.0
0,1,1,7.392222222,5,1.0
1,1,1,8.043888889,5,1.0
1,1,1,8.06,5,18.0
0,1,1,8.441944444,5,35.0
1,1,1,9.289166667,5,38.0
1,1,1,-0.1675,5,1.0
1,1,1,-0.1525,5,39.0
1,1,1,-0.128611111,5,4.0
1,1,1,0.949166667,5,2.0
1,1,1,1.61,5,0.042337019
0,1,1,2.527777778,5,23.0
1,1,1,4.460277778,5,22.0
1,1,1,4.476944444,5,29.0
0,1,1,4.495277778,5,28.0
1,1,1,4.833888889,5,5.0
1,1,1,5.003611111,5,18.0
1,1,1,5.006388889,5,20.0
1,1,1,6.598055556,5,0.018395555
0,1,1,6.7025,5,4.0
1,1,1,6.735833333,5,11.0
0,1,1,6.739722222,5,4.0
0,1,1,6.749722222,5,10.0
1,1,1,7.594722222,5,36.0
1,1,1,7.604722222,5,10.0
1,1,1,7.608888889,5,76.0
0,1,1,7.610833333,5,1.0
0,1,1,7.634166667,5,5.0
1,1,1,7.675,5,67.0
1,1,1,7.699722222,5,45.0
0,1,1,7.717222222,5,0.062233499
1,1,1,7.73,5,6.0
0,1,1,7.7375,5,8.0
1,1,1,7.741944444,5,5.0
1,1,1,7.790277778,5,8.0
1,1,1,7.981388889,5,4.0
1,1,1,8.933333333,5,2.0
0,1,1,8.9475,5,1.0
0,1,1,8.957222222,5,22.0
0,1,1,4.498888889,5,2.0
1,1,1,10.2975,5,120.0
